anchor,response
But that'll destroy the good lung too. Better to go with a strong cocktail of immunosuppressants.,Won't be fast enough. Wilson needs these lungs.
She has tendonitis.,She's depressed about having tendonitis.
"First! first, you're not driving anywhere. And second, you are definitely not talking to Cuddy like this.","Okay. I'm gonna walk. He leaves the pub, limping and stumbling at the same time. Wilson stays at the counter, watches him go and sighs."
Say hi for me. So!you're okay.,tosses the bag under his desk I'm not the cancer doctor who's lying about the cancer dinner.
doesn't sound convinced A cactus in Philadelphia?,"Water well, water's October, right?"
Just proving a point.,Anyone sitting here?
sighs You want her to overcome adversity. Yes.,"Then why stop at height? Poke a stick in her eye, imagine how interesting she'll be then."
How'd you know?,Because that's what Every idiot with a bunker full of assault rifles is scared of.
"You diagnosed the Patient with allergies and prescribed antihistamine, she went into respiratory distress, and you injected her with epinephrine. Presumably 1 cc.","0.1 cc. That is the standard dose, that is what I gave her."
All I ask is that they pray for me.,"Always sacrificing. Very inspirational. The lesions are in your temporal lobes. When those areas get messed with, people have strange experiences like hauntings, alien abductions, past lives."
House! looking at the computer screen there's no sign of tropheryma DNA. It's not Whipple's.,Well! we did what we could.
From you! And maybe I'd actually get more if you weren't getting it somewhere else!,"Well, you two obviously have a lot to talk about."
She said her hoo hoo burned.,"Lesion on the liver, ideas?"
Do you have a camera in here?,No. I was guessing. He had oatmeal on his pants yesterday and the day before. Have one of your wives look after the spawn.
"Poundage, ladies, and by the by, what color is her nose?","pager goes off Almost nothing. She's either under 90 pounds, or she has a red nose. I gotta go."
100 milligrams of methylprednisilone is an overdose.,We were wrong about the infection. He's suffering from a sEvere allergic reaction.
"Dr. Samira Terzi. It's a pleasure to meet you, Dr. House. We really appreciate the consult on such short notice.",There's nothing that gives me more pleasure than helping out a colleague.
Her dad? He died when she was eight.,What did daddy die of?
"And now we're feeding him, so they're both back.",How are you feeling?
"sad Pain happens when you care. Y-you can't love someone without making yourself open to their pRoblems, their fears. And you're not willing to do that.",I caI came to be with you.
We're going to the cath lab? Are you thinking that maybe,What? Who? One dead lobe means four alive ones. It means enough to transplant with a side order of dead tissue that we can test.
We're buying a mattress for us.,Wow.
You lied to me. Tell them!,"His name is not Wilson, and he's screwed up worse than I am."
Of all the people in the world you've hurt?,Not Everyone has a name that's so easy to find in the white pages.
Do you eat guinea pigs? No.,How about hamsters? Or mice? HuMans?
It's not an STD. Lymphoma wouldn't erupt that suddenly.,"So what is it? A disease that attacks his brain, heart and testicles. I think Byron wrote about that."
"So, what are you going to do? The father's insisting on the lupus treatment.","Yeah, Cameron told me and I told her to tell him no."
No. I was hoping! She puts his gun in his hand you'd figure out a way to handle all this. Maybe you can't because you're still a Parkld.,"I can do better. They push themselves to stand, leaning against the wall."
Did he get better?,No.
"Uh, Don Herrick. Yeah, we connected through singleballroomdancelovers.com.",Why would he volunteer that information?
Every couple days.,Bleach and ammonia?
You can't go backwards. I can't fix his pRoblem. I am his pRoblem.,"If the infection's not in his heart, then it's in his brain. You're in my sun. Do a CT."
I don't want you to be fine. I want you to be happy. I think if you dated her,Are you familiar with the adverb vicariously?
"I'm not breaking her legs. She pRobably has a pimp. Or, at least, an older brother. Or a younger brother. Or overprotective sister.","Find her, find her family, find client number nine. Just get me something I can use to force her to back off."
"When's the last time you changed that dressing? She reaches him and makes a face. Judging by the smell of it, I'd say nEver.","sticks his arm out without looking away from the white board He's locked-in, his kidneys blew a fuse, and now his eye is oozing pus."
We've already established that we can't get a lumbar puncture.,"C2, C3."
"So it's TB, but not TB?",I'm compliCated.
I need a bone saw. I'm sorry.,You said you would --
"Why would I be upset that you're treating my girlfriend like you treat Every other Woman on the planet, unless...You're not? Unless it's deeper than that. You WEREN'T objectifying her.","Trust me. I want to do some very nasty, demeaning stuff to your girlfriend."
When can she start?,Middle of next week.
Cribbage. I played with Park's Popo.,Is that two separate Events?
There can be minimal damage if it's done right. If the surgeons drill where I tell them to drill.,"One slip, you could spend the rest of your life not being able to keep your drool in your mouth."
It's right above the clinic. I'm pretty sure it's 50 feet in any direction. It's nice having a court order saying you don't have to work clinic duty. He goes and sits in his office.,yelling Dr. Cuddy!
"And the punishment for violating those regulations?! Is it death? Hmm? Because frankly, I'm okay if you get a fine, a suspension, hell, you can spend a couple of years in jail if it saves my life! House comes by.",You're dying too fast.
to House Since when does food-poisoning cause rash?,"ignoring her Sea bass, seafood kebabs?"
So it's either love or possibly rage.,Don't talk to her.
No clEver comments about bending over?,Not unless you want me to.
There's nothing to talk about.,"enters, also drinking coffee I want permission to do a liver biopsy. We're looking for sarcoidosis."
It doesn't seem real. Is she the one faking?,"Oh, for God's sake."
My golf swing is all messed up.,"Hey, here's a radical thought. Talk to her."
Excellent! walks over to her desk You and your Lawyer can write a paper.,Which brings me to my fourth reason.
Female college student with...,cuts him off Too much drama.
His liver enzymes are slightly elevated. Gallstones could've,no complaints of pain.
He's fine with me.,He's angry. Said so in group.
That's it. What's it?,Her whole life's a mess. What rhymes with mess?
House... it's okay. Almost all addicts relapse a few times.,gesturing for Wilson to follow him She's in my bedroom.
Don't you have school?,Recess. So where does that leave us? Chase?
Congratulations. You're not going to jail! today. But you do know I just can't let this slide. You need to keep up your rep.,Fine. Clinic hours. I'll double them.
"Her temperature's 105. Treatment's not working, it's cancer. She's dying.",leans back in chair 105!
Why do you think Wilson's leaving?,How Many times do I have to use the word idiot?
They're not having sex? House and Wilson share a look.,"Doctor cleared him, but no liftoff. She's frustrated so she's doc-blocking me. Paperwork, seminars, meddling with my Patients"
"Honey, you're wheezing!",Yeah!
"Do you have a specific type of neurogenic toxin in mind, or should we just start running a thousand different tox-screens?",Just pretend I'm not here. I'll be reading.
"No matter how much your misery loves company, it's not getting mine. I'll talk to the dad, Cameron can take the mom, we'll figure out if mom was a drinker.",Waste of time put her in a coma before the DTs kill her.
Foreman's not gonna back down.,He's not an idiot.
"Not in bed, dear. To House Why do you ask?",Because you have tested positive for syphilis.
Wanna know my secrets?,And my roommate is a jerk.
"Sure. as people start filing out between House and Cuddy and having them sitting in my office schmoozing about their favourite Algerian surfing movies, that's a much better system. Wait a sec. Stops number 19, a pretty brunette, from leaving. Were you in Row D?","My apologies, my boss says I'm being arbitrary and stupid. Sticks his head back in the lecture theatre. Row D is not fired, Row C is fired."
Are you hanging your diagnosis on an adverb?,In ten seconds I'm gonna announce that I gave her the wrong dose in the clinic.
You are going back to the clinic. Or jail.,amused You perjured yourself to keep me out of jail. How're you...?
in the hall with Wilson Couldn't. The artificial skin was too thin. She'd bleed out. Why were you talking to the Patient?,"I think skinless women are hot. Do a trans-jugular liver biopsy. If she bleeds, at least it stays in her veins. He looks at Wilson"
"Doesn't mean you're right. You predicted cardiac arrest, INSTANT cardiac arrest.","There were only two choices, since yours was wrong, mine must have been right. Either that or we missed the leprechaun."
"Doctor House, Source of botulism, as well as a million other toxins that cause gastroenteritis, cardiac symptoms, and mental confusion. What do you think?",I'm not sure about gastroenteritis but mental confusion? Bring it on! Eats some of the sauce
Hector's my dog. He's about sEventeen.,SEventeen? That's like...a hundred and nineteen in huMan years. Why's he still alive?
We don't have time to dismiss things we've already dismissed. Nothing fits.,"See, that's an example of a conversation we've already had. She's sick. Something fits."
"What, you have some House theory explaining heroin use despite a negative test?",Nope.
"Dr. House, come on, let's go",What happened to the cat?
Her err... toxin screen was clean.,Those things nEver cover for any of the really cool toxins.
If we continue CPR she'll lose blood flow which will cause brain damage.,What would cause the heart to stop? Let's assume it wasn't huMan error. looks at Foreman
You're talking about embolization?,"Cut off the arteries that feed blood to the tumors, they wither and die."
Your puke isn't as cute.,That's cause of your hips.
Maybe it's not a rash at all. It could be an abscess.,"Thirteen, stick a needle in there. If there's pus, Foreman's right."
We should start her on AIs and do a cystoscopy to confirm. Fine.,"Check her innards for bad cells and her home for bad karma. Carbolic acid should be on her shelf, right next to the regret and the self-loathing."
Means I was wrong. Her kidneys are shutting down because of the meds you made her take.,"We have to get her out of here. He opens his cell phone. The dexamethasone is making Thirteen's kidneys fail, but not the Patient's why?"
I'm giving you your drink.,Have you no pride? Either serving me is a good idea or it's a bad idea. Shutting me up is a crappy reason for compromising what you beliEve.
"Doctor House, SEvere bradycardia. Heart rates down to 48 and falling fast. What do you think?",You know the kid?
You saying her liver's shutting down because the lighting is off? You just don't want a cancer diagnosis because then you'd have to deal with Wilson.,Lung cancer is a lame diagnosis. Avoiding Wilson is an added bonus.
No medical degree.,Now who's being picky?
"He wanted to know about you. He wanted to warn me that you'd be calling for something. And he told me if I wanted to help you get better, I had to let him do his job.","Well, now I'm calling you to tell you that if he calls you"
It is possible she's still faking.,hanging his cane on a bookshelf She didn't fake the bronchospasm. You think she's faking some stuff but not other stuff? Maybe she's Unchausen.
"Hello? ! Yes this is Margo Davis. ! But you have his records I sent them. ! Yes, I understand. hangs up They can't help me.",They haven't seen him. Can't make a decision based on-
The home is the right eye. I get it. Do a biopsy.,On my way.
She said yes.,sincerely Good for you.
I think they've given you enough already.,"Well, at least they're trying. They're not just sitting there like roadkill. Give me something. Give me something, or I'll get your ex-smarter half on the phone and ask her."
Or her declining kidney function. We ran panels during surgery.,"Actually, IBD does make sense, cause it could trigger ankylosing spondylitis, which would explain the heart and the kidneys."
I kind of like it. House stares at him. Unlike this sofa.,It's 500 bucks. And... he pulls a lEver on the side it reclines.
"And you're an addiction addict. Right now your drug of choice is your old team, and like any addict you're trying to solve some other pRoblem and it's not gonna work. If you'll excuse me, I have a",You have a tight schedule of nose jobs and tummy tucks.
Any idea what's wrong with her?,"From the looks of it, not a single thing. I pRobably should stop staring and check out the file. So what set off the brawl? She stand in your light?"
Could be Wernicke's.,"No, treatment for Wernicke's is thiamine we gave her that together with the vino."
There's Even books in the bathroom.,"Well, either she's very smart or she has a sEvere fiber deficiency."
Then he's still in pain.,Yeah! But quietly.
"I didn't say it was rational. They stop walking. HIV testing is ninety-nine percent accurate, which means there are some people who test positive, who live with their own impending doom for months or years before finding out Everything's okay. Weirdly, most of them don't react with happiness, or Even anger. They get depressed, not because they wanted to die, but because they've defined themselves by their disease. Suddenly, what made them them isn't real.",I don't define myself by my leg.
I wish I could help you. You can.,It turns out! you're my only friend.
You got her? Got her.,"Well as long as we're stuck here, this might be a good time to look for that tick."
Adam? Honey? Adam!,"At the podium in the front of the room, talking in a spot-on Southern accent. Come on in, brothers and sister. Welcome to the House of the Lord!"
Platitudes. Any others?,"And I lose my temper when someone suggests that a handful of pop-psych catch phrases can control our most seminal, intractable, and natural reaction to a dead Parkld."
Timing would fit. He's got no symptoms and she's dying.,Lying would fit too.
That was a nice door.,Put it on my tab. Let's say we take it up a notch. He tosses Carnell an apple.
The guy is furious.,And scared.
What should we do with the rest of the ward?,Isolate everyone until we're sure what we're dealing with.
"No, it isn't. VO Yes!","A small tumor in his brain stem, causing paraneoplastic syndrome. He needs plasmapheresis."
"You have no proof the birth control pills caused this, you have no proof she's Even taking them.","Well if we do the surgery, maybe we'll kill her on the table. Then I can prove I'm right at the autopsy."
"following House down the hall That was your idea. And you asked me what I thought was going on between them. It's their relationship that's on your mind. That's why you've been thinking about this case relationships. Lost one with Wilson, gained one with Alvie.",Not exactly.
It's not clinical depression.,"Great, you got it all figured out. You don't need me."
But we know she has lymphoma.,We know she has the cell atypia that indiCates lymphoma.
How can she fake that? He pulls back Charlotte's sheet. Her left lower leg is much smaller than the right.,She can't.
So what happened?,You're talking to me now.
"Yes, dead people are renowned for their warm glow.","They are if they're fEverish, like three of the Patients were. Or if they're wasting away, like the other eight."
No need. I already texted her. And here she is now.,leaning in close I think you're still seeing the physio.
Dr. House. I just wanted to,"You're welcome, again."
I don't need a tutor.,Tutor it is.
A few hours ago you were sure.,And that's significant why?
Exam room one.,Well it's sexist and a very dangerous precedent if people could choose the sex of their doctors you gals would be out of business.
"No pRoblem, still have a key I can let myself in and out.",I guess maybe I could bring in it tomorrow.
"And I want to, but","Inspiration point doesn't open till after dark. Got a real cool magic show about to start. Also, I'm gonna need to check your spare."
"Doctor House, The shedder, whoEver he is, is so virulent, Cuddy must have noticed him. Hmmm. What do you think?",And the babies didn't share any common personnel. That's what's weird.
14.3. It's actually speeding up. But her BP's 80 over palp. We're gonna have to stop.,That doesn't make any sense.
"She can't have an MRI. The CT scan shows she has a surgical pin in her arm, the MRI magnet would have ripped it out of her body. You like the Alien movies? You had no medical history, what were you thinking?","We'll surgically remove the pin, then do the MRI, does that sound good?"
I was thinking... go from the neck and work my way down.,"Well, you could. But I'd nEver forgive myself if we found something before we got to your breasts."
And I'm offering him a life.,It's up to you.
"Because I'm just a mean son of a bitch. House leaves, and Sebastian takes the pills.","So we still have to explain P-R variability, syncope, headaches, and! low sugar?"
"I got a, uh... He failed me on that paper you switched. I thought you knew.",hopefully So I'm guessing you're the CEO of this supermarket chain?
"Apparently, Rip's a coke fiend.",So Sleeping Beauty has a Jones for Snow White.
You come back to work.,And what if I can't?
Shouldn't you be obsessing over who did this to you?,Nope anybody bother MRIing our Patient's liver for tumors?
She's a rock. She's brave.,Yeah. Yeah. Yeah. Why?
One session and you didn't Even finish that session.,The guy wanted me to visualize the healing. e opens his pills. I can do that at home.
"quietly sarcastic No, that's right. You were just trying to kill the wall. pause I check this box, and your next roommates are gonna be Jesus and Crazy McLoonyBin. That guy nEver had a chance.",Suddenly you're shy? moves to Almore's side You pooped your pants in front of me. beat It's one of the nasty side effects of dying.
Pesticide poisoning. Carbonates?,Or organophosphates. Organochlorines.
"walking past Wilson and out the door No, because I am. House, that's",turning to face Wilson Ironic? Weird? Crazy?
Why test the air vents?,"Babies can't walk, but germs can travel."
"Dugan violated my trust. And therefore, I have no other recourse than to fire him from my campaign. Thank you, and there will be no further questions. House gets up. He just figured out something.",He screwed you.
There's nothing we can do.,"Well, that's not the nEver-say-nEver Dr. Foreman I know. There's lots we can do."
Savantism is just one of those things. It's... inexplicable.,"taking a donut out of the bag Just because it's inexplicted, doesn't mean it's inexplicable."
"If he dEveloped DIC after the surgery, Even a normal biopsy bleeds out of control.","So cardiac arrest and DIC, what's the common denominator?"
Because he says so. Because his daughter says so. Because they have no reason to lie.,Which proves he nEver goes anywhere else! pause when! pause he's! longer pause
How are you coming along?,Tell her Everything is great. Neither of us wants to deal with her guilt.
"to himself Bad news for Foreman and Thirteen. He gets on the elevator, leaving Kutner and Taub looking puzzled",Case is over.
That's an extremely cowardly position.,Listen to the genius.
People can't like classical music?,"You're designing a kid, a loser kid! He's already getting pummeled at recess."
"The transplant committee's... nEver gonna give my daughter another lung, are they?",No.
"Even nicer, he's approving the garden expansion.",joining Wilson on the couch Huh.
"Is that your pRoblem with him? You see hypocrites Every day, why is this guy so special?",You think I have a hypocritical attitude to hypocrisy?
"Sitting in a couch I'm not coming back, House.","Technically, you're back right now."
"Sighs The Patient has a shunt in his brain. There'll be no increased pressure, we can put as much penicillin into his body as we want.","Excellent, inject him through a lumbar puncture."
Great. How fast can you get it in here?,"I'll know in about 30 seconds. House corners the bird, but it flies off. He then finds a dripping and rusty pipe. Again, the cell rings."
You're not making sense.,Neither is the infection pattern.
into phone He ate half my stash. Of course he's...,into phone He's stoned. I'll be right in.
You? You're sick.,So are you. I'm sure there are websites full of men looking for married women with surgical scars. He hands her back the pictures. So have the surgery. Please?
Stop pushing him.,Stop protecting him.
What if it was the fact that you tore out your stitches and lost two pints of blood?,Why did Gillick give me ketamine during my surgery?
"Your pain has become my pain. From now on, you get reasonable doses at reasonable times.",But I hurt in an unreasonable way.
"And 100 mg. of cytoxan, it treats most auto-immunes.","We'll give it to him now, before the fat starts dripping out his eyeballs."
She's going to be dead,"WHAT? What did we screw up, what did we miss? I need to know."
How'd the ballplayer doing?,Much better.
What were you wrong about?,You spent weeks elaborately concealing the fact that you...
Who wants a relationship with a priest?,Who wants a relationship?
Try it out.,You heard the boss! Go!
Then this serves no medical purpose.,"You have a genetic defect, you choose to ignore it."
"to House Crane operator. Made it through amazingly well. Lucid and responsive. Stable fracture, right humerus. Haven't gotten to his lower half yet.",to Jay Tell me when something hurts.
You're not being objective.,Amyloidosis was your idea.
No. He's only 30 years old and his job doesn't expose him to heavy metals or environmental,"He's a 30-year-old mobster. He doesn't have a job that results in accidental exposure to toxins, he has a job that results in intentional exposure to toxins. Someone's poisoned him."
I'll kill you.,"When the time comes, if you want me to."
Chase's best Man doesn't get here till the day of the wedding so I asked Wilson to throw his bachelor party.,No retired ministers available to plan it?
His drug tests were clean.,Drug tests only test for drugs they've made tests for.
notices House's arm through the gap in the door where he's poked his head out to talk to her What happened to your arm?,Cut myself.
Are you trying to talk me out of my faith?,"You can have all the faith you want in spirits and the afterlife, and heaven and hell, but when it comes to this world, don't be an idiot."
"Relax. A few Hail Mary's, a little acyclovir, he'll be picking up angels again in no time.",Come in.
You figured out I was in jail but you don't know why?,I've been busy.
"Doctor House, It's a gift from my wife. What do you think?",No its not. Julie hates green. You bought that yourself. You want to look pretty. At work. singsong Wilson's got a girlfriend!
Stomach's killing me.,See? It's something.
His old real estate office?,"Treat for bacterial infection. Meantime! Bert, take Ernie and check his office for environmentals. I'll talk to Cuddy about getting the autopsy results faster. He leaves."
The mother had a stage two placental abruption. She's losing blood.,So deliver the baby.
We aren't the only two people who could love you.,Why settle so easily?
That would explain why I'm so tired when I wake up.,"Yes, and also why you were pregnant. And the hickies. And the carpet burn."
"Well, I may not be young, but I'll be first-time. She refills her glass at a champagne fountain",That is a lie.
I don't remember you taking any Vicodin today.,I don't remember hiring my Mother. What causes the enzymes in little Boy George's existing heart pRoblem and pelvic pain?
"Paraldehyde, INH, lactic acid",Rewind.
You Ever been married?,"quietly Well now, let's not ruin a lovely night out by getting personal."
"I had a paramedic ask me something similar after getting knocked out during a sporting Event, my response was numbers.",Smiling. Coolest thing Ever. Any history of seizure in your family?
My wife said he walked with a cane.,He's also got a bit of a drug pRoblem. Sometimes doesn't show up for weeks. He walks into Cuddy's office.
tossing the chart on the counter You think I'm hitting on a nun? Angry at God or I just need a challenge?,"Or you're terrified of intimacy, which is why you're a serial slut."
"Well, not enough to indiCate lymphoma.",We nEver tested for hairy-cell leukemia.
Any type of cancer?,I don't know.
It's not cancer. We found spider veins on her back. They weren't there when she came in.,"Spider veins means Cushing's. Could cause an abdominal disturbance, brown urine!"
Wait. There. There's an extra flap.,"I'm gonna ask the surgeon to look at the mitral valve first. Chase, I want you there. I don't like reading surgeons reports, they're boring."
By insisting he receives the treatment that he asked for.,That's what I just said!
I can handle a simple consent form.,"Okay, I'll be Crandall. Dr. Cameron"
Does Foreman being here mean the game's over?,It means the Patient's life is almost over. You can call it what you want.
"My daughter does karate, why?","Give this to her sensei. Oh, wait, does your wife play tennis?"
How did you get my pager number? Please.,PRoblem is if I give you an epidural you won't be able to feel when to push.
"Okay, okay, all right. Uh, here. Lucas comes over, grabs House under the arms and helps him onto the couch. He exhales loudly. House is draped across his lap. Maybe you should crash here. It's a sofa bed.",I love her.
I don't want the job. House stops walking.,What? Why not? You're miserable.
takes Cameron's handThank you. House notices the cozy scene and decides to intervene.,"You want third-world treatment? turns up the thermostat You got it. Boy, is it hot here in Jani!"
He let me print out his e-mails.,Wow. Excellent. Information he wants us to have. Did he let you print out his deleted e-mails?
Are the staff at risk?,Always.
"And if he doesn't have cancer, we could cause one or destroy his immune system altogether. The guy could die from an infected toenail.","getting in the elevator You'd rather do nothing, just let him die on his own?"
She's a Katrina victim!,It's better than Crandall. He's a Katrina victim victim.
Why would her fEver be back?,I can't say.
We just said the tests were negative. You think we should!,No.
"Recording studio doesn't help us, medically.",Recording studios. Why are these buildings different from all other buildings?
Then hire three people and let em sit on their asses.,That wouldn't be right.
And you still got 3 hours left.,Do I?
"If I am, she's dead so shut up. What's that?",Rispiradone also causes galactorrhea. pulls the needle out
The clots were caused by an arrhythmia. No arrhythmia.,Not while we were looking!
My mother's been dead for 10 years.,But she's always with you in spirit. What do you know about the nun?
It's cold in here.,Less obvious point is that I need my team glances again at the crewto be unafraid of the metaphorical fart.
He got fired?,Disobeyed a superior Officer under fire. He's lucky he wasn't executed.
"To his lungs, maybe. Not his neck.",Yeah. An alien Parkp makes more sense. The real mystery is you didn't actually screw up. He stumbles.
The ER treated him for that. It didn't help the pain.,That's where the energy drinks came in. They put a strain on his kidneys so he needed more time to rebound from the initial dehydration.
"Yeah. He puts down his sketch pad and takes off his shirt. House looks at the picture then starts inspecting Nick's torso. That's Nicole. She lives at her mom's now on account that she lost her job. Her mom hates me, so she can't visit, she ain't accepting my calls.","Well, that's what happens when you date a 12-year-old."
"Are you gonna stare, or are you gonna call 911?","Partial paralysis. Head CT and LP showed nothing. Spinal MRIs and EMG were clean. Brain symptom, yet nothing seems to be wrong with his brain. He makes coffee."
long pause What would Cuddy have done?,Ten clinic hours.
"It's okay, B12 deficiency can cause sudden She lifts the sheet. There's blood Everywhere. That's not a bowel movement.","My Patient is still fighting in the feminist trenches, but the war is over. Yesterday's sluts are today's empowered women. Today's sluts are celebrities. If that isn't progress"
I can't. There's only one condition that simultaneously affects the heart and the brain but she!,Perfect let's go with that.
Out to lunch.,You nEver go out to lunch. Means there's a reason you're going out to lunch. I assume that reason is a huMan being.
You told me most of your muscle was cut out.,I was going for the sympathy discount. Been taking some experimental medicine.
You should just fire Chase.,"What, and miss out on all this fun?"
yelling Get an ambulance. Good morning.,Don't wanna hear it.
"Unless their dad was also the product of an incestuous union, the chances of serious complications are minimal.","Noble of you to take that risk. Tell them, or I will."
Why are you asking me that?,Because I'm sure you spent the first twelve years of your life dreaming of being a vet. The rat is not getting sick. Cameron is not getting sick.
House. House looks at him. We're worried too.,How sweet. I'm not worried. I just wanna get the results so she can stop worrying.
The Patient doesn't have Tularemia.,And then there was one. Patient comes in because she's sleeping too much. It takes ten doctors and a coma to diagnose sleeping sickness.
Host Yes.,"Apparently, he didn't explain it vividly enough. Let me give it a whack."
You had no right,We're not friends anymore.
"This is the way God does things, through natural law. If he went around doing big flashy miracles all the time, nobody would need faith.",How come Everyone else needs faith but you just get the guy screaming his existence in your ear? Wilson turns around to give him a look. Your turn.
"So you're not just out for yourself? For example, you would nEver interrupt a sick Woman's treatment just because of some personal obsession?",Of course I'm self-interested. We all are. We're born that way. The rest of us are born with consciences.
I've only Ever seen him eat leftover--,Adam!
Nothing. I'll see you upstairs.,"If I knew hiring her meant dealing with medical school paperwork, I might've reconsidered. You really got nothing better to do than watch me sign this?"
"One night, and that's it... Okay.",Under your tongue.
If you're too distracted to deal with this because your leg hurts.,Loud and angrily.
Lemme! get that.,I got it.
"But all the time I had my ankle monitor on, I was furious that I couldn't. Vasculitis fits.","nods Start treatment with steroids. She's lucky, she'll be free to flee again."
He wasn't cheating on her.,"Yeah, yeah, yeah. Love of his life. Don't you have to wait till he's dead to make that determination?"
I think your judgment is compromised.,"No, you don't. He hits the intercom button with his cane. Come on. I got a squash game at 200. Let's give this cowboy a ride."
House walks in and Nick approaches him Nick Greenwald. I hear you're the guy in charge. I'm the Patient with the disinhibition.,"If you're here to say thanks, you're welcome. Now go away."
Been waiting here for six hours. Am I the father or not?,"No. Geoff takes his hand off Whitney's shoulder But, she also didn't cheat on you."
What's the pRoblem?,This isn't gonna work.
We'll know it's not hep-E and start treating him for lupus.,Now watch me do it while drinking a glass of water.
"over PA system, somberly Ladies and gentlemen, we have a passenger with a confirmed case of bacterial meningitis.","over PA system And Even if we land as soon as possible, the passenger will not survive. It's very likely that some of you have been infected as well."
Is that someone's brain?,Except for the part that isn't brain.
I hope you don't mind that we continued on without you?,"I said I was sorry there's no need to be sarcastic. He sits down, Velez, shows Cuddy a book"
giving up Best of luck. He leaves,I assume we can't kill her again and take more pictures.
You know him?,NEver met him before in my life.
He's allergic to chlorine?,No! Inhales deeply He's allergic to summer lilac.
Or we could not cut into her brain. It's just her pancreas. We should do an ERCP.,"Well, we could settle this with rock, paper, scissors, but, unfortunately, there are people who adjudiCate these disputes."
"You know, I'm actually kind of hurt that you don't know what I did. I'm not worth bribing a court official or hacking into police records?",Where's the fun in that?
"Uh, I cleaned it. Dr. Wilson said that I could go ahead and",It's not Dr. Wilson's closet! And all the slashers go hee! Where's the wood box?
There's no question. It's the Patient's decision,"-- if the Patient is competent to make it, if his thyroid numbers aren't making him sad."
What's wrong with the timing?,You get home one night.
You're supposed to feel like crap. You're doing great.,And after?
"Since an 18-year-old with organ donor on his license is not a cancer Patient, I'm figuring the recipient is a lifetime member of the Wilson cares too much club. Excellent deduction.",You're the reason I'm out of the big House. Doesn't quite make up for nEver visiting
"Two trains are about to collide, and I'm trying to talk them out of it.",Feels like I'm missing something.
"Dr. House, leave him alone.",Did you drug him?
"Because she's a successful, happily married consultant, and he's a crazy, drunk weirdo who we just tossed out of the hospital.",taking the other photo out of its frame And she's hot.
As soon as he's dead.,"Right after he gets sick, there's a good chance he'll get hit in the head with a cane-shaped object."
"You want, I can get you a key to the oncology lounge.",simultaneously Air. Air in the colon.
What makes you think it's a secret?,"Because if it wasn't, you'd call it the bank account."
This check is for significantly more than what I told you it would take to fund the department.,I know.
"Code blue, Iso room. Code blue, Iso room. nurses run to the alert","And again. shocks Ian, Chase checks for a pulse"
How pissed was he?,Not at all. That's how I know he's got an agenda.
You only get pissy when you're frustrated. Shut up!,"Ok, I'm wrong."
"jumbled, I can't tell",Exam room 2. Places the bottle back on the counter.
"Not this. I can't do this. If, if she dies because of something that I did, then I!","Listen, listen. I am not going to let you hurt her. Okay? Now please... This is her only chance."
"Yeah, I have. With contrast?",entering She's done Everything she needs to do except tell her Patient that she's dying.
Good grooming is important.,Is that a shot?
No more than you I suppose.,Pulls out the vapour rub. You Ever use this stuff? I use it all the time. Smells it.
Exercising with a lung full of your own bodily fluids tends to hurt.,They don't call it a stress test for nothing. Do it again.
Stop it. She stands up and stands in his way so he can't skateboard past her. You're enjoying this.,I find it interesting.
"If we put him on blood thinners, he might bleed out.","But if Foreman's right about it being bacterial endocarditis, and we Foreman raises his hand."
We need to talk.,Oh god. Are you pregnant? Cause I really want to finish high school
"You're threatened by Foreman and feel the need to impress Cuddy. The only thing that's relevant is Foreman is a good doctor. He can help you, lighten the load.",Good idea. I'll have him sort my mail.
What's going on?!?,The antiretrovirals aren't working.
It's what parents do.,They lie to us because they love us. Who's getting teary?
Okay? Seriously! House turns back ands puffs.,"You made an argument. If you don't want me to defer to you, why make it at all?"
I've forgiven him.,"Not for murder. Not you. Doesn't matter how evil Dibala was. By Every conscience-hugging, Mother Teresa-loving bone in your body, you should be leaving him, not leaving with him."
But it'll kill Nick.,Yes.
I thought we were talking about him.,exhales We were nEver talking about him. Why are you afraid to lose?
"I'm sorry, there is no test",Either of you two Ever sit on a public toilet? Well?
Just take it. Trust me.,Found her sleeping in the Park. Said she ran away because her daddy didn't love her. And that is exactly what happened! as far as you can prove.
"These regulations aren't just here to annoy you, okay? Doing this is dangerous to the Patient.","Well, I'll be sure to let her know that. Care to join me?"
That's just the pain talking.,having the ah-ha moment about Alice Oh... wow.
Her ALT's twenty times normal. Transaminases and PTs way up. She's gonna lose her liver. We gotta get her on a transplant list.,You keep showing up.
relaxing Are they poisoned?,"Poi you and your paranoia. Now, if you'll excuse me!"
You were supposed to tell her that we're straight.,"She didn't beliEve me, either."
"Your team, Foreman included, is dealing with the great mayonnaise panic of 2007. Frankly, I'm worried it might spread to other continents.",Lesion on the liver. Possibility... Why are you doing a pelvic for food poisoning?
It's the cause.,"Why, because you want it to be? Let's see how well that works with your other Patient."
That's so gross.,What's the big deal? It's not like she had a pRoblem swapping spit the night before.
You just tried this. I'm not a better liar than Foreman.,"Sure, you are."
Could indiCate aortic insufficiency.,Marfan's syndrome.
"laughs Hey, House. Check out our new brand, huh?",You really got a thing for swastikas! Mendelson. Like an ironic thing?
Mesothelioma doesn't bleed.,So what causes masses that do bleed?
